"tau","threshold_t_long_square","thumbnail_sweep_id","threshold_v_short_square","threshold_v_ramp","peak_v_short_square","avg_isi","sag","trough_t_ramp","threshold_t_ramp","slow_trough_v_ramp","adaptation","has_pause","electrode_0_pa","trough_v_long_square","input_resistance_mohm","id","latency","fast_trough_v_ramp","vm_for_sag","slow_trough_v_long_square","rheobase_sweep_id","peak_t_ramp","threshold_t_short_square","has_burst","upstroke_downstroke_ratio_short_square","slow_trough_t_long_square","threshold_v_long_square","fast_trough_t_long_square","ri","has_delay","upstroke_downstroke_ratio_ramp","trough_t_long_square","specimen_id","threshold_i_long_square","threshold_i_short_square","rheobase_sweep_number","peak_v_ramp","fast_trough_v_short_square","fast_trough_t_short_square","peak_t_short_square","threshold_i_ramp","slow_trough_v_short_square","fast_trough_t_ramp","slow_trough_t_short_square","trough_v_short_square","slow_trough_t_ramp","f_i_curve_slope","trough_t_short_square","peak_t_long_square","seal_gohm","fast_trough_v_long_square","upstroke_downstroke_ratio_long_square","trough_v_ramp","peak_v_long_square","vrest"
"4.69030246592594","1.0579","571379759","-48.6250007629395","-36.6041692097982","17.6687503814697","17.5432142857143","0.0720957666635513","14.3035066666667","14.3025","","0.0046226194078211","False","-22.2249978837352","-60.78125","146.91056","571384872","0.0158400000000001","-59.5729179382324","-83.15625","","571379755","14.3028133333333","1.02286","False","1.42938456801258","","-38.5000038146973","1.05884","64.2188638448715","False","1.27452867235726","1.0589","571379222","330.0","750.0","43","16.7083333333333","-63.4500022888184","1.023728","1.02312","332.083333333333","","14.3034533333333","","-76.8562530517578","","0.799287652839377","1.403384","1.0582","1.595239552","-60.6562538146973","1.27784605330613","-59.6875025431315","14.5000009536743","-75.5608367919922"
"9.75872835597318","1.06662","569074261","-41.183037349156","-32.8375019073486","15.9017869404384","20.5327659574468","0.0272561814635992","4.593684","4.589884","","0.00425179711125881","False","-28.072499186349","-49.5937538146973","228.194848","569079797","0.0156800000000001","-49.1812522888184","-90.1875076293945","","569074247","4.590244","1.02312857142857","False","1.74436822823921","","-34.5625038146973","1.06804","185.937538743019","False","1.68909930021393","1.0684","569072334","80.0","370.0","47","8.4750002861023","-53.1116087777274","1.02429428571429","1.02340857142857","89.25","","4.591416","","-70.0848257882254","","0.911999999244099","1.30907714285714","1.06694","2.432628736","-49.4375","1.67397065979105","-49.5812507629395","2.93750023841858","-69.3083572387695"
"17.5588322660592","1.1373","509879340","-44.6812515258789","-33.3750012715658","40.5000007629395","51.9223529411765","0.215154021978378","5.10749333333333","5.08542","-53.6770858764648","0.0091905182973007","False","-39.5624956406326","-53.3437538146973","155.213776","509881206","0.0516800000000002","-49.0520871480306","-97.0","-53.3437538146973","509879336","5.08592","1.023072","False","2.96904239361847","1.14594","-34.46875","1.14068","204.999879002571","False","2.92887313553332","1.14594","509875338","90.0","740.0","40","40.4583346048991","-56.1750022888184","1.025364","1.02346","101.625","","5.08866","","-77.9437545776367","5.10749333333333","0.281578947368421","1.167708","1.13782","1.372292992","-51.28125","3.00797624157562","-53.6770858764648","38.21875","-77.071647644043"
"21.3112945520575","1.10846","531539343","-47.3187530517578","-42.2916666666667","42.3125030517578","8.92000000000004","0.325009882450104","12.2779733333333","12.2359066666667","-53.1354179382324","0.340807174887883","False","-6.60499953342164","-48.5625","62.710572","531546310","0.04728","-51.6875025431315","-75.0","","531539363","12.2364266666667","1.02304","False","3.8911500355193","","-42.2500038146973","1.1108","81.4063251018524","False","4.3650481835786","1.1108","531532489","130.0","1009.99993896484","55","43.3854192097982","-50.6187515258789","1.0252","1.023504","280.375005086263","","12.2385866666667","","-50.6625015258789","12.2779733333333","0.0770089312764451","1.02524","1.10896","1.220539904","-48.5625","4.04678700385837","-53.1354179382324","41.625","-65.9936828613281"
"8.02571497603996","1.756115","488686780","-43.9427121480306","-35.9583346048991","15.6302092870077","82.5918181818182","0.0173782221972942","8.78773833333334","8.77832166666667","-58.0208346048991","0.0174742033860059","False","-3.55187493999987","-58.78125","128.474336","488687304","0.03166","-55.7708371480306","-82.09375","-58.78125","488686792","8.77876666666667","1.02298","False","2.50935501854964","1.76528","-38.4375","1.76001","96.0937142372131","False","3.31740604750155","1.76528","488686369","200.0","660.0","48","14.510417620341","-63.6718762715658","1.02830833333333","1.0233075","193.916666666667","-71.6875038146973","8.783055","1.40831583333333","-71.6875038146973","8.78773833333334","0.153277569866556","1.40831583333333","1.75658","2.447097856","-55.5312538146973","3.22595192112977","-58.0208346048991","9.50000095367432","-70.9221343994141"
"23.4410526357608","1.08496","560601258","-42.6718759536743","-32.5156288146973","43.4062509536743","53.1511111111111","0.105394005775452","2.28954","2.26639","-61.375","0.00999332352738248","False","5.42249968885078","-58.0937538146973","311.466592","663804350","0.0206600000000001","-53.8750038146973","-94.3125076293945","-58.0937538146973","560601252","2.26698","1.022905","False","4.3898642441229","1.1047","-35.8437538146973","1.08904","263.906210660934","False","3.16739486622572","1.1047","560599530","50.0","499.999969482422","26","33.21875","-55.0078153610229","1.026875","1.02329","31.1875","","2.27175","","-66.8984413146973","2.28954","0.145338983050847","1.418415","1.08544","1.178749952","-51.5000038146973","3.92409558124465","-61.375","37.0312538146973","-66.1803970336914"
"45.6606871928344","1.17864","574041737","-36.9687512715658","-34.5208358764648","40.4791679382324","74.4416666666667","0.0195430163294077","2.4702","2.46847333333333","-49.4270833333333","0.0449570626692653","False","-31.924997367927","-50.1875038146973","218.831968","574045288","0.04068","-51.0625025431315","-90.71875","","574041666","2.46889333333333","1.02305333333333","False","2.62629751102399","","-34.0312538146973","1.18028","279.062509536743","False","3.03379244096094","1.18028","574038330","50.0","420.0","35","47.0208346048991","-57.9062525431315","1.02459333333333","1.02339333333333","36.2083333333333","","2.47018666666667","","-61.0625025431315","2.50598666666667","0.187632972271046","1.72510666666667","1.17906","2.14764544","-50.1875038146973","3.03771626988893","-51.0833371480306","45.4062538146973","-60.470874786377"
"14.2858198398698","1.14592","589441658","-43.2916685740153","-36.921875","43.9062525431315","82.5981818181818","0.148220106959343","5.57199","5.50148","-47.03125","0.0422575994879703","False","39.9274988072129","-50.65625","136.747616","589443730","0.04792","-40.796875","-79.4375","-50.65625","589441688","5.5019","1.02309","False","4.02509114400897","1.21464","-35.90625","1.14878","96.3169857859612","False","4.11324019343593","1.21464","589441038","150.0","969.999938964844","38","45.8593769073486","-45.9010435740153","1.02522","1.02346666666667","112.0625","","5.50417","","-69.3593762715658","5.57199","0.13392857452639","1.11368333333333","1.14636","1.239322624","-38.2500038146973","3.98070314762694","-47.03125","44.96875","-68.1517944335938"
"24.5550063519056","1.1718","549114841","-49.8625022888184","-36.2395846048991","41.7500007629395","","0.226034358143806","11.5753466666667","11.5478066666667","-54.0729192097982","","False","-44.9099993304891","-56.9062538146973","68.625184","549196811","0.08924","-49.0312525431315","-83.15625","","549114835","11.5483866666667","1.02302","False","3.2455174106485","","-41.3750038146973","1.175","84.6875011920929","False","3.55744430867497","1.2389","548434716","230.0","2100.0","50","43.6145858764648","-50.8312522888184","1.0254","1.023544","263.166661580404","","11.5511","","-75.1312545776367","11.5753466666667","0.00854494120272357","1.164032","1.17238","1.37611584","-49.5625038146973","3.58569835096694","-54.0729192097982","41.5312538146973","-74.058479309082"
"11.0669166059183","1.08822","585930501","-43.1500015258789","-37.7604179382324","42.2937522888184","79.5833333333333","0.111507222056389","3.85537333333333","3.8294","-47.6458358764648","0.0632292172085188","False","42.9474997232226","-49.125","280.877568","585936549","0.0128000000000001","-47.1250012715658","-93.71875","-49.125","585930518","3.82993333333333","1.023052","False","3.86017250871285","1.1368","-37.90625","1.0905","220.673143863678","False","3.55802637158832","1.1368","585925172","70.0","280.0","27","41.0520871480306","-50.1875030517578","1.025304","1.023488","70.25","","3.83188","","-70.1687515258789","3.85537333333333","0.235365853658537","1.748248","1.08872","1.16795008","-47.0000038146973","3.44404964480666","-47.6458358764648","38.28125","-69.0635528564453"
"13.2719447786308","1.74832","485576178","-48.6437522888184","-40.8437525431315","43.7312507629395","118.630714285714","0.170850917696953","7.88077833333333","7.84767166666667","-55.1458346048991","0.00196876907163959","False","6.35250012315236","-55.0625038146973","96.906576","485577433","0.066365","-50.6041692097982","-80.65625","-55.0625038146973","485576196","7.84801","1.023001","False","2.99578769370462","1.778765","-41.1875038146973","1.750325","80.312579870224","False","3.03863210895324","1.778765","485574832","190.0","1170.0","63","45.6875012715658","-53.1312507629395","1.024648","1.023308","170.666666666667","-72.8812515258789","7.84938333333333","1.085203","-72.8812530517578","7.88077833333333","0.193605868302471","1.085203","1.748685","1.641645056","-48.4375038146973","3.08486070955679","-55.1458346048991","42.8750038146973","-71.4556655883789"
"14.2707213810483","1.07254","519551855","-40.1953144073486","-36.3020858764648","40.9531269073486","77.0542857142857","0.0757536515593529","4.95628666666667","4.94222666666667","-48.8645858764648","0.173745106340548","False","-49.8475011267985","-51.0625038146973","375.87616","519572914","0.0204800000000001","-44.9583346048991","-93.1562576293945","-51.0625038146973","519551875","4.94264","1.02285","False","3.11525206690088","1.9012","-37.90625","1.0743","220.156356692314","False","3.82117108931593","1.9012","519549081","90.0","489.999969482422","44","36.6458346048991","-51.1875028610229","1.02438","1.02319","98.125","-69.3750019073486","4.94438666666667","1.6704","-69.3750019073486","4.95628666666667","0.268992248062015","1.6704","1.07292","1.486606208","-49.53125","3.34845815454158","-48.8645858764648","42.84375","-68.2027053833008"
