"max_euclidean_distance","number_tips","max_path_distance","overall_depth","neuron_reconstruction_type","number_bifurcations","total_volume","scale_factor_z","scale_factor_y","scale_factor_x","number_nodes","superseded","tags","average_parent_daughter_ratio","id","average_diameter","specimen_id","total_length","overall_width","number_stems","average_bifurcation_angle_local","number_branches","average_fragmentation","average_contraction","average_bifurcation_angle_remote","hausdorff_dimension","total_surface","max_branch_order","soma_surface","overall_height"
"201.927055674914","34","236.430733194943","120.2672","full","27","254.598241916009","0.28","0.1144","0.1144","2676","False","3D Neuron Reconstruction morphology","0.997688557911967","645075400","0.322756405687258","614767057","3132.44389024324","266.308723786166","7","77.7953812890814","61","48.2777777777778","0.847958944017205","","","3172.36038497345","4.0","189.242676820662","254.190401906699"
"276.537555793531","9","293.127864842278","92.1998","full","6","696.283724570919","0.28","0.1144","0.1144","1178","False","3D Neuron Reconstruction morphology","0.99337677279821","691757016","0.783493098007243","561465305","1377.9175609758","237.232975998963","3","67.081071785237","15","94.9166666666667","0.935039163138147","","","3399.05559021019","3.0","581.043639821578","435.24672210119"
"551.041997032032","18","643.468805186409","146.8538","full","15","1638.30729888697","0.28","0.1144","0.1144","3438","False","3D Neuron Reconstruction morphology","0.945286673975849","679909255","0.693640855694678","576132767","4169.20029169336","404.285197026947","3","87.3083748252151","33","106.466666666667","0.791478089612836","","","9092.07388542528","10.0","257.036074366472","838.741660228733"
"239.597951023501","51","275.038198436052","108.3424","dendrite-only","42","740.344750353178","0.28","0.1144","0.1144","3054","False","3D Neuron Reconstruction morphology","1.0","609847136","0.517770075754003","584680861","3479.10665884398","306.954954505045","9","77.4741489636046","93","34.9880952380952","0.864511970413127","","","5659.93990812952","9.0","669.519462982872","243.706439837043"
"850.967961240069","79","944.40025996978","115.6736","full","72","1721.22879827949","0.28","0.1144","0.1144","13797","False","3D Neuron Reconstruction morphology","0.948673119285012","718251763","0.357642138341309","537313600","16051.8707791409","589.310787473435","7","72.9290991188998","151","94.3125","0.91106424905519","","","18026.2184246322","11.0","195.270776585517","1027.19162591133"
"289.317005495028","63","334.808254113855","136.348","full","56","604.937111504282","0.28","0.1144","0.1144","4601","False","3D Neuron Reconstruction morphology","0.99799434738087","661930435","0.372487195068217","571306690","5472.33312250927","494.820720845633","7","68.0652508613341","119","40.5178571428571","0.866649528205467","","","6414.67371621418","8.0","325.694591071971","278.746352030208"
"544.191187814485","42","651.82743011299","127.0847","dendrite-only","38","167.34405734002","0.28","0.1144","0.1144","3295","False","3D Neuron Reconstruction morphology","0.845115200724844","491770902","0.227275251084026","478497530","3957.71845503939","314.164666591411","4","80.1217649527668","80","43.4666666666667","0.897571909999641","","","2826.11981868985","14.0","378.029904742365","676.628705921057"
"265.22226197974","23","298.720088842983","98.8344","full","20","180.446413690076","0.28","0.1144","0.1144","1787","False","3D Neuron Reconstruction morphology","0.91025295278667","491119419","0.321162578545214","327962063","2066.36972922975","193.590562530523","3","72.1202045226615","43","41.45","0.879718263377171","","","2085.78986130838","5.0","252.4236723228","417.890619951542"
"340.277006374938","42","355.981647954037","66.7777","full","39","913.130161604459","0.28","0.1144","0.1144","3649","False","3D Neuron Reconstruction morphology","0.965993490186577","596793095","0.509852605754761","561934585","4270.34283775899","345.806076777175","3","74.5247686473928","81","45.5128205128205","0.870385580708459","","","6839.25432609358","9.0","371.794574239793","646.026564422483"
"219.227015294375","26","229.725501591733","73.0374","full","19","198.856427749922","0.28","0.1144","0.1144","2460","False","3D Neuron Reconstruction morphology","0.906252173791525","501276725","0.281599198716127","469992918","2884.50714223605","285.045233659624","7","63.8604635129114","45","62.6315789473684","0.890067933263153","","","2546.68141198138","3.0","349.937222124556","380.961491280907"
"553.11001406213","48","599.09386654871","109.172","dendrite-only","37","267.298722803595","0.28","0.1144","0.1144","3438","False","3D Neuron Reconstruction morphology","0.861676895754546","491771435","0.279352693868822","478888052","4095.39864990073","289.640508745304","11","82.1409248239655","85","41.2739726027397","0.919327857846593","","","3591.49569887271","11.0","434.308087515996","659.103581682177"
"770.609352042765","35","857.557946759417","142.6205","full","31","3450.2937967235","0.28","0.1144","0.1144","7772","False","3D Neuron Reconstruction morphology","0.977958900109839","682298143","0.633198299442816","529898751","9051.53745705743","609.193311204124","4","59.3572283452208","66","127.065573770492","0.786504577191125","","","18495.2310744128","8.0","914.128683747864","1110.37865624163"
"134.029164263193","32","161.682741525969","47.3396","full","23","427.92801735979","0.28","0.1144","0.1144","2044","False","3D Neuron Reconstruction morphology","0.998413492711128","585893455","0.483321635958679","566647353","2335.78092224107","220.870543236082","9","74.5818076881925","55","39.1304347826087","0.882148093259471","","","3542.22317581727","4.0","419.085208701771","235.761977965427"
"769.010769210958","34","802.595812739221","78.645","dendrite-only","27","658.737901964494","0.28","0.1144","0.1144","2980","False","3D Neuron Reconstruction morphology","0.866074888645822","519262087","0.459434232842748","503286448","3451.57371324049","233.61620595326","7","77.8984080573057","61","47.7777777777778","0.888712584348353","","","4974.70086564542","15.0","152.498702082442","898.115066125616"
"209.695564998452","20","336.276666098664","69.764","full","17","501.44795387704","0.28","0.1144","0.1144","1898","False","3D Neuron Reconstruction morphology","1.0","601947916","0.519824028487173","547262585","2197.02366380727","363.92563509181","3","76.6735335705352","37","54.7647058823529","0.82871704467511","","","3594.11165452528","6.0","260.715666467987","323.831256911594"
"381.382717362494","28","410.711064605267","48.3574","full","26","358.236327170666","0.28","0.1144","0.1144","2085","False","3D Neuron Reconstruction morphology","0.986111629992154","610885933","0.433362360743362","583146274","2380.32742661968","139.75519872123","2","69.1727864905482","54","39.7692307692308","0.909886143391665","","","3243.01379416301","10.0","169.032889881388","578.145266734599"
"345.390821720323","19","384.935435281141","97.16","dendrite-only","15","232.620981786699","0.28","0.1144","0.1144","2332","False","3D Neuron Reconstruction morphology","0.964713713261636","491119982","0.317247412917106","475549334","2721.43071886569","392.681919599065","4","62.0214930962399","34","75.8","0.905298393934445","","","2712.66344766848","4.0","529.465583060085","389.636980159924"
"652.241329612368","20","685.190435448814","145.1761","dendrite-only","13","700.005104016845","0.28","0.1144","0.1144","2164","False","3D Neuron Reconstruction morphology","0.830941438535222","492413499","0.537818277450583","475744706","2706.98445452141","298.105562361507","7","67.3773858032452","33","73.1923076923077","0.887278156968882","","","4562.12158368686","5.0","330.621337296788","775.231891807507"
"261.973859066167","22","297.49580802803","150.5101","full","19","255.437100050516","0.28","0.1144","0.1144","2071","False","3D Neuron Reconstruction morphology","0.983115683946709","627859869","0.354359785781591","592952680","2474.27286356583","447.389017577825","3","72.9903226809538","41","53.5263157894737","0.854853045888237","","","2747.91648201096","4.0","328.663405789833","262.226337309398"
"208.046202257311","38","253.688230045116","109.7502","full","36","464.41676541078","0.28","0.1144","0.1144","2089","False","3D Neuron Reconstruction morphology","0.800019133565411","543101964","0.451349761935986","477880128","2493.43865241345","167.861928996275","2","80.6799321548372","74","28.6197183098592","0.863418949502536","","","3531.28189178467","6.0","294.369497078846","316.160272237147"
"588.083169685598","61","703.236811578455","146.062","full","55","2349.2789237594","0.28","0.1144","0.1144","6988","False","3D Neuron Reconstruction morphology","0.979835476260075","606834575","0.527740457980336","527941296","9048.55164057896","458.840618189984","6","63.2208628251538","116","63.6697247706422","0.839742718288285","","","15331.1417435935","14.0","573.48675447925","839.837918548109"
"212.650734969127","20","244.842072224572","60.5803","full","15","445.876603687997","0.28","0.1144","0.1144","1476","False","3D Neuron Reconstruction morphology","0.997760914394258","650175812","0.569022542969161","567927838","1725.58204267256","216.891565860844","5","77.7375667556332","35","46.1666666666667","0.840381718853237","","","3083.18906341953","5.0","500.040934236422","285.879874377621"
"456.478855593838","68","536.497522025474","140.28","full","62","2897.96073431707","0.28","0.1144","0.1144","8785","False","3D Neuron Reconstruction morphology","0.997621661204156","561096006","0.559298267894956","528038990","10799.2482816179","558.933990824764","6","66.992837978177","130","70.9512195121951","0.910980512416206","","","19164.2840760932","13.0","1134.41679144534","643.852169992916"
"456.764109672597","53","517.425492169676","49.8007","dendrite-only","45","486.610135088232","0.28","0.1144","0.1144","3773","False","3D Neuron Reconstruction morphology","0.806499196930875","512328420","0.342586271153858","476135066","4343.34121849356","238.102451712637","8","75.9716578731749","98","40.9111111111111","0.922705868334515","","","4704.76819473911","12.0","376.275831198849","609.115495832077"
"362.070775003465","33","377.787699919043","77.0247","dendrite-only","26","202.665686287537","0.28","0.1144","0.1144","2419","False","3D Neuron Reconstruction morphology","0.890534845109463","491771365","0.294111955141908","476455864","2800.22354223857","231.541524220108","7","69.430377367494","59","44.3461538461538","0.91142196861586","","","2587.98890673471","7.0","290.032415072464","483.317691118022"
"213.423346047123","25","228.680262235083","48.4501","dendrite-only","18","177.950085014826","0.28","0.1144","0.1144","1691","False","3D Neuron Reconstruction morphology","0.855504322544237","492101048","0.329514266203535","483111429","1945.95282806126","283.846860888016","7","68.9101601685368","43","42.0277777777778","0.890427560969698","","","2017.08928267656","5.0","452.458252634452","299.956479384857"
"478.841666224714","32","513.544985120376","127.5355","dendrite-only","26","227.410310198349","0.28","0.1144","0.1144","2368","False","3D Neuron Reconstruction morphology","0.836523052048372","541514700","0.303671795046505","488687894","2774.42214074531","192.157306411318","6","82.0826596352091","58","40.0384615384615","0.868983954803881","","","2651.98852859184","16.0","227.04236962249","527.715537348627"
"172.52774089195","17","185.393938840333","71.3384","dendrite-only","10","150.011969729865","0.28","0.1144","0.1144","1425","False","3D Neuron Reconstruction morphology","0.935689881077696","491120029","0.322776682328683","336676216","1657.69313290938","231.841979441805","7","91.9679004868921","27","55.7368421052632","0.90841834457349","","","1676.8386513381","2.0","368.926985140391","329.361254893008"
"670.078688944918","67","798.482310624873","148.0968","dendrite-only","57","1671.79284350504","0.28","0.1144","0.1144","5843","False","3D Neuron Reconstruction morphology","0.999582095850171","653148741","0.544386998439739","589427435","6513.09915581204","421.940681135704","10","84.079025280746","124","48.5175438596491","0.806721248314564","","","11164.4944806881","28.0","436.308584817167","763.647739345381"
"774.282355015442","30","830.192906305474","58.1378","dendrite-only","22","1079.40607454732","0.28","0.1144","0.1144","2581","False","3D Neuron Reconstruction morphology","0.850331171718737","549424226","0.633418292930536","501847931","3004.02100400397","244.175402207239","8","70.959494141494","52","54.25","0.805243129895418","","","6028.63549144981","13.0","406.502720732773","809.157957748164"
"329.629268341587","48","361.323047934044","70.1901","full","41","795.119090351497","0.28","0.1144","0.1144","3675","False","3D Neuron Reconstruction morphology","0.989793374342483","661930469","0.480961301893132","584254833","4259.20330558376","483.771838839446","7","76.3629506142789","89","43.9390243902439","0.875630577063864","","","6446.30727927998","10.0","407.050583659152","298.553636175418"
"149.266422413214","29","184.640689326382","57.3689","full","24","292.277279725585","0.28","0.1144","0.1144","1790","False","3D Neuron Reconstruction morphology","0.997497066642448","596793119","0.41418054635745","566761793","2076.90773472597","238.955293579371","5","74.6210888508116","53","36.0416666666667","0.835365283065644","","","2721.28202695199","6.0","132.0421087546","198.252671442571"
"810.015337882709","38","880.277470740105","107.7692","full","34","1535.74858211992","0.28","0.1144","0.1144","8208","False","3D Neuron Reconstruction morphology","0.949217954886209","712844902","0.42624592391671","571450870","9241.19016952771","514.741067840362","4","66.1387358632138","72","119.897058823529","0.84568774853816","","","12376.712146773","9.0","196.307465680554","1071.40702292946"
"247.737791452899","24","254.99882124689","56.3931","full","19","512.835042668049","0.28","0.1144","0.1144","2268","False","3D Neuron Reconstruction morphology","0.858555216507199","501934125","0.464887131369386","313862167","2644.87834709486","327.150382691509","5","62.1629589442566","43","59.4864864864865","0.930363522561526","","","3883.69951398975","5.0","361.118558522107","383.260761595687"
"356.798504305063","21","387.095087023783","52.5493","full","19","384.473999671788","0.28","0.1144","0.1144","1635","False","3D Neuron Reconstruction morphology","0.983430168168884","610872803","0.494569565920408","585946742","1884.23026042804","153.3052914737","2","73.9502937690617","40","40.9473684210526","0.894121992833854","","","2922.09654871594","7.0","152.547910138254","594.801594646469"
"426.018351810623","31","456.38439825776","110.5591","full","23","424.808293555307","0.28","0.1144","0.1144","5702","False","3D Neuron Reconstruction morphology","0.985508126111765","605872321","0.282267365512537","567742660","6710.2055584262","653.456667948249","8","81.0567686449375","54","115.391304347826","0.820688606619557","","","5946.75696775344","4.0","179.844707535153","738.306687769382"
"447.0640571362","39","495.627077683314","84.56","full","34","2185.15797802831","0.28","0.1144","0.1144","5089","False","3D Neuron Reconstruction morphology","0.991551033392887","585893370","0.62381562820752","571654895","5905.67722885388","461.925256255442","5","68.6817683011302","73","75.3582089552239","0.921451911994956","","","11831.04351805","9.0","822.039084264212","584.410276942706"
"519.20217756662","26","550.255363227527","108.1714","dendrite-only","20","421.403681985634","0.28","0.1144","0.1144","2534","False","3D Neuron Reconstruction morphology","0.825544686932118","541514449","0.396811373433931","508980706","2949.28623420361","170.011635291948","6","82.5508007188168","46","59.35","0.834684822074571","","","3679.55897999639","10.0","249.405758375764","610.058613672506"
"730.826285829437","35","803.439199796773","115.9527","dendrite-only","28","1523.46608363711","0.28","0.1144","0.1144","3142","False","3D Neuron Reconstruction morphology","0.825492119097537","492413307","0.69725189472087","466632464","3548.59096044082","223.578403450271","7","83.7040909809147","63","51.1607142857143","0.865585972431285","","","7800.46235007315","18.0","448.900812045762","796.867901369167"
"295.417974909602","29","346.511929761215","69.1037","dendrite-only","24","238.700046950134","0.28","0.1144","0.1144","1955","False","3D Neuron Reconstruction morphology","0.886280042988684","491771105","0.351186840122586","397353539","2243.4401580905","211.144620728138","5","80.0074326568622","53","39.7291666666667","0.910069910350525","","","2481.087031873","6.0","326.296228689376","363.551964382694"
"211.68510751359","33","227.482920884218","66.8668","full","25","595.432792483693","0.28","0.1144","0.1144","2317","False","3D Neuron Reconstruction morphology","1.0","614432344","0.521082265413665","575642695","2660.52998240588","370.68096415522","8","77.1094866947967","58","38.22","0.880536381697774","","","4358.42905897316","4.0","691.482247138808","236.684386091093"
"279.9050337746","31","291.725323550496","124.5283","dendrite-only","25","225.755944144139","0.28","0.1144","0.1144","1703","False","3D Neuron Reconstruction morphology","0.912428164039217","495337183","0.356850959157679","476087653","1966.76847043251","222.961450994716","6","62.7179979728881","56","31.16","0.907856251167615","","","2214.84023077228","6.0","143.125008698563","360.313565947361"
"638.971852026582","60","780.06926212108","180.32","dendrite-only","50","339.454915516584","0.28","0.1144","0.1144","4774","False","3D Neuron Reconstruction morphology","0.863489048220548","491392810","0.243702634572862","479770916","6129.62953496888","376.029471580687","10","76.4634455066041","110","44.99","0.922203783015034","","","4612.89962710879","18.0","239.260028112339","762.294553922261"
"494.395036763841","41","532.416836089295","162.6198","dendrite-only","32","182.960097685559","0.28","0.1144","0.1144","2762","False","3D Neuron Reconstruction morphology","0.793115133722075","491770179","0.265581221980562","324521027","3156.82535021093","222.97394764684","9","81.6556093258877","73","40.0793650793651","0.892109769913536","","","2642.56971014176","7.0","183.401178987591","577.683687926155"
"475.663691523013","23","578.451732949626","146.5753","full","20","4322.98422138696","0.28","0.1144","0.1144","3235","False","3D Neuron Reconstruction morphology","1.0","680043920","1.03374518542897","596052605","4006.24393750557","518.922373155495","3","81.5781938224781","43","67.1","0.802498939043099","","","12930.5641794175","12.0","918.551337152158","720.005845041729"
"381.075745797604","25","426.999699005707","119.4779","dendrite-only","18","773.439485117901","0.28","0.1144","0.1144","3470","False","3D Neuron Reconstruction morphology","0.942613933925887","491458442","0.469817874136976","324466858","4054.91937927837","422.150086267449","7","53.0635659052583","43","82.8","0.892006288162025","","","5988.30057215816","4.0","664.933339685368","533.115411367178"
"415.542767757809","25","441.794912610576","48.9418","dendrite-only","21","177.786110181412","0.28","0.1144","0.1144","1575","False","3D Neuron Reconstruction morphology","0.877853350584097","491770970","0.336623457254487","480087928","1859.46541608166","188.095910328165","4","74.0781834301519","46","37.6","0.8990427354402","","","1967.24701426165","6.0","196.884004363193","460.129960458121"
"1571.73136083919","36","1695.7090220075","99.2183","full","31","5968.43359280029","0.28","0.1144","0.1144","8878","False","3D Neuron Reconstruction morphology","0.921145451419327","599474744","0.783455448794314","529863215","10432.2815600835","542.515299992982","5","73.0570387724667","67","137.903225806452","0.794714347919822","","","25709.9953335382","15.0","353.840190248495","1988.71789609784"
"390.625376915031","27","412.849153039047","71.68","dendrite-only","19","294.172941710417","0.28","0.1144","0.1144","1886","False","3D Neuron Reconstruction morphology","0.917135218915928","543105241","0.392699969429912","521938313","2177.32054274932","231.013889470578","8","75.5948457206669","46","45.2368421052632","0.881391362583503","","","2672.58150401983","6.0","204.885760932873","434.521814274844"
"167.643406194368","26","207.285367561326","69.783","full","20","480.140375369046","0.28","0.1144","0.1144","1912","False","3D Neuron Reconstruction morphology","1.0","637021223","0.524923648265527","580145037","2170.33052689022","185.948568626366","6","78.3280668039908","46","46.575","0.827948305342242","","","3577.48733747097","5.0","446.356435233239","266.201347320087"
"207.562591256638","26","218.18864414567","79.5245","full","19","142.837916707047","0.28","0.1144","0.1144","1876","False","3D Neuron Reconstruction morphology","0.994892141775413","614432193","0.280545050149443","574067499","2206.17082191051","213.02407744133","7","80.8732150492533","45","46.6315789473684","0.863155006129062","","","1940.73747539807","4.0","135.155268607605","273.74852621608"
"430.047376478522","30","491.502177114537","54.6087","dendrite-only","22","248.184789759825","0.28","0.1144","0.1144","1791","False","3D Neuron Reconstruction morphology","0.92393465189466","491771398","0.3689520558815","477135941","2086.25903596588","281.419526228045","8","72.5389615777432","52","37.4761904761905","0.90333941673511","","","2428.43953095449","9.0","342.554244576267","478.434335544444"
"425.496879172691","26","514.786532587255","91.2682","dendrite-only","21","224.699924455252","0.28","0.1144","0.1144","2703","False","3D Neuron Reconstruction morphology","0.997745323966318","652118194","0.30265559172934","578938153","3070.73411783601","272.552397531452","5","74.7953388326153","47","58.0714285714286","0.82079342598892","","","2929.80931122744","8.0","226.248536495552","503.055395460568"
"410.89576480015","27","495.360783928639","93.7524","dendrite-only","22","796.755963176511","0.28","0.1144","0.1144","2390","False","3D Neuron Reconstruction morphology","0.992473657602383","652287162","0.588698074351698","599334696","2814.21956306323","206.890361239945","5","66.6262763477008","49","51.5681818181818","0.876567355065717","","","5195.6098643688","6.0","222.648272037657","496.28213931193"
"337.609252935846","29","338.105089357793","97.053","dendrite-only","24","217.302118811378","0.28","0.1144","0.1144","2117","False","3D Neuron Reconstruction morphology","0.906530978625654","492100683","0.323490914245255","422738880","2520.25099212963","276.098178210167","5","70.1994674409817","53","41.4791666666667","0.902008112766537","","","2562.13736775194","5.0","392.597304062829","390.889241611918"
"335.222457473914","13","360.246099759321","74.6317","dendrite-only","10","6.6712859625348","0.28","0.1144","0.1144","832","False","3D Neuron Reconstruction morphology","0.839476820616624","491771339","0.101454957492548","475586130","970.156770060476","150.58886118469","3","66.7447342756649","23","38.9","0.925482629099486","","","309.421559819073","4.0","35.6013034403039","377.860070511821"
"1073.0636566099","42","1129.27402227506","144.48","full","37","1604.35022321193","0.28","0.1144","0.1144","7277","False","3D Neuron Reconstruction morphology","0.806598934553639","680112303","0.432529134489514","548494556","8633.66656692733","413.988162602496","5","78.9787840255179","79","99.041095890411","0.864197575263088","","","11781.0488816246","19.0","430.479151651546","1277.1408024156"
"415.908919431959","36","429.734594980175","79.6846","dendrite-only","29","109.606020561889","0.28","0.1144","0.1144","2216","False","3D Neuron Reconstruction morphology","0.909712476649323","557344979","0.225525507207499","476126528","2657.4571686517","192.401239930118","7","63.7593466769868","65","35.7241379310345","0.877190677399282","","","1881.59622843337","6.0","106.206033131936","480.584738045857"
"239.20642536922","23","285.232789000139","75.301","dendrite-only","18","323.454380225473","0.28","0.1144","0.1144","1854","False","3D Neuron Reconstruction morphology","1.00907210003793","537045148","0.402079105318784","517343484","2173.62413797763","466.891089072038","5","55.6121403024353","41","49.3333333333333","0.907439106871299","","","2754.31872000691","6.0","427.498665680782","245.423728313069"
"174.499418585622","31","202.506820946545","47.4367","dendrite-only","26","367.008407878646","0.28","0.1144","0.1144","2103","False","3D Neuron Reconstruction morphology","0.997718063157538","554475122","0.43620764676174","329550277","2413.18884928479","315.336103424897","5","72.1704546777566","57","39.3653846153846","0.884130153872141","","","3314.50019482522","5.0","216.511455725734","190.777205561687"
"520.834209932115","58","626.219218778191","149.7527","dendrite-only","50","512.718888052519","0.28","0.1144","0.1144","3890","False","3D Neuron Reconstruction morphology","0.835153687399128","512328534","0.346849848497856","486132712","4650.55748669283","331.549243904216","8","69.4243114921744","108","38.4444444444444","0.916893550328113","","","5072.49840474938","15.0","212.027219389309","607.054125446636"
"400.824109565318","43","456.368094774309","140.2789","full","38","826.537191419944","0.28","0.1144","0.1144","4810","False","3D Neuron Reconstruction morphology","0.968463458836755","673459567","0.411865631323885","528623840","5909.75168159295","423.781976655259","5","81.0989371279647","81","62.0394736842105","0.904655320902578","","","7656.87148991837","9.0","193.433697617467","525.283017387625"
"873.617933043301","30","955.511358547901","128.3081","full","25","1428.10067474412","0.28","0.1144","0.1144","5513","False","3D Neuron Reconstruction morphology","0.934313566737428","605485079","0.477293389830928","567731428","6551.92246819319","489.802072014588","5","76.3378695375267","55","109.5","0.839332973528317","","","10049.6063894526","10.0","378.352712877056","1217.38391178903"
"370.992734333517","31","497.71000293584","94.3065","full","27","296.376911676013","0.28","0.1144","0.1144","2839","False","3D Neuron Reconstruction morphology","1.0","610885758","0.332183382598546","577218602","3315.34102377518","314.03849476175","4","80.7265572616721","58","47.037037037037","0.833294718812906","","","3457.6648903923","6.0","128.261489605032","555.528680039712"
"352.299973561481","29","394.455737925267","82.6908","dendrite-only","23","78.8358547368691","0.28","0.1144","0.1144","2021","False","3D Neuron Reconstruction morphology","0.802841258370034","496001039","0.198286479890473","485836906","2414.89982636903","205.077061248735","6","77.0114763764355","52","42.0652173913044","0.90811412718939","","","1508.27270020049","9.0","49.6053333158936","468.029849484572"
"377.284767263217","20","391.701610010082","91.3063","dendrite-only","16","143.157204924737","0.28","0.1144","0.1144","1897","False","3D Neuron Reconstruction morphology","0.79054989693639","491120133","0.267391702847875","330080937","2251.64279593214","346.494228010585","4","73.4775379812559","36","57.78125","0.934981850576689","","","1889.3416632445","4.0","239.086091148155","433.325370110152"
"319.966731283301","30","360.700003257085","116.1947","full","26","446.50081100322","0.28","0.1144","0.1144","3279","False","3D Neuron Reconstruction morphology","1.0","601947998","0.381641674211318","573404307","3879.11332468903","217.38421429199","4","81.114851351839","56","62.2307692307692","0.898249895735594","","","4648.84298114101","8.0","237.661170241281","363.593342194349"
