-3.991057925723964610e-04,-4.243177548699789267e-04,-4.506700071324280235e-04,-4.780330063644812571e-04,-5.062234493827586336e-04,-5.349966642528948069e-04,-5.640401731028244197e-04,-5.929694031946888388e-04,-6.213266964599638720e-04,-6.485848567979156116e-04,-6.741564178588150148e-04,-6.974095467069207997e-04,-7.176909688867490374e-04,-7.343554947900928073e-04,-7.468007001162119043e-04,-7.545042069201796922e-04,-7.570600523145591980e-04,-7.542100872600557932e-04,-7.458664492139062841e-04,-7.321220022381102858e-04,-7.132471447018610316e-04,-6.896732605832494450e-04,-6.619649280293330882e-04,-6.307843973746533753e-04,-5.968525413987089967e-04,-5.609103979079055943e-04,-5.236847006415350876e-04,-4.858596872315260246e-04,-4.480562707267761284e-04,-4.108186004454283187e-04,-3.746072599376921932e-04,-3.397978974443761641e-04,-3.066839254733866511e-04,-2.754819877928872543e-04,-2.463390896883116150e-04,-2.193405448221757070e-04,-1.945181516613056353e-04,-1.718582364441164495e-04,-1.513093681179117204e-04,-1.327896580403452418e-04,-1.161936088426130211e-04,-1.013984859332720624e-04,-8.827016942853350653e-05,-7.666842238661547603e-05,-6.645149851799696142e-05,-5.748001802090286339e-05,-4.962006518366400429e-05,-4.274550048415376587e-05
-4.167336105465375582e-04,-4.447508240413763090e-04,-4.742464347295102562e-04,-5.051032093064271354e-04,-5.371403703640543906e-04,-5.701024570661695915e-04,-6.036490628114416423e-04,-6.373467225801563059e-04,-6.706645440978373836e-04,-7.029754164389741223e-04,-7.335646924521913156e-04,-7.616480129262009858e-04,-7.863993085970367222e-04,-8.069889126717091693e-04,-8.226301746561378355e-04,-8.326311743605628981e-04,-8.364464530038555855e-04,-8.337225814538265587e-04,-8.243313245864260751e-04,-8.083853775667815570e-04,-7.862340307273603477e-04,-7.584391725161366508e-04,-7.257350332081196611e-04,-6.889772851495816952e-04,-6.490880861914678389e-04,-6.070033101294171037e-04,-5.636268394281517859e-04,-5.197948938079025461e-04,-4.762514395599052024e-04,-4.336341440585775287e-04,-3.924692932852455896e-04,-3.531735902614589881e-04,-3.160606990980762017e-04,-2.813506458213819224e-04,-2.491805887725765875e-04,-2.196159132829716184e-04,-1.926610098806371383e-04,-1.682694183240858454e-04,-1.463532429489876417e-04,-1.267918681677917387e-04,-1.094400400888098445e-04,-9.413535464405470244e-05,-8.070513424595171059e-05,-6.897261473727423083e-05,-5.876232754308467309e-05,-4.990456230323202778e-05,-4.223883267171366844e-05,-3.561633046947125877e-05
-4.345715249606496274e-04,-4.656739116531065197e-04,-4.986686823023782963e-04,-5.334628677555815386e-04,-5.698896116363533996e-04,-6.076923239818693900e-04,-6.465090518041834199e-04,-6.858586641297968571e-04,-7.251309968781456151e-04,-7.635835998037580636e-04,-8.003480374581232884e-04,-8.344486304220482273e-04,-8.648358626575146455e-04,-8.904352372210267525e-04,-9.102100849178238048e-04,-9.232339327210503264e-04,-9.287650784424099186e-04,-9.263138394184486021e-04,-9.156924339510929016e-04,-8.970391727583691081e-04,-8.708124765777693239e-04,-8.377553346344539676e-04,-7.988358231930516116e-04,-7.551728786412194869e-04,-7.079578548856345572e-04,-6.583814513528810520e-04,-6.075730053284179692e-04,-5.565558529690992420e-04,-5.062193690276888588e-04,-4.573059772489755626e-04,-4.104100893031542769e-04,-3.659854937704531681e-04,-3.243579346732227689e-04,-2.857402138131521184e-04,-2.502478880568936924e-04,-2.179143490037992366e-04,-1.887046745792413040e-04,-1.625280879408551728e-04,-1.392491395373643913e-04,-1.186978541934593655e-04,-1.006790821272138866e-04,-8.498119886337763380e-05,-7.138416239608589718e-05,-5.966680790082905516e-05,-4.961318318593851918e-05,-4.101772367277510355e-05,-3.368912980157866060e-05,-2.745291683038497186e-05
-4.524190799644857365e-04,-4.868937222581617139e-04,-5.237640896820248493e-04,-5.629782412031359177e-04,-6.044001938345873242e-04,-6.477879548034586651e-04,-6.927705377072600071e-04,-7.388258657357644641e-04,-7.852623396151898159e-04,-8.312077573315344381e-04,-8.756100409710760061e-04,-9.172545676529241746e-04,-9.548024221112307725e-04,-9.868521575453559694e-04,-1.012024386480654811e-03,-1.029063867652142391e-03,-1.036948523995366188e-03,-1.034990515637443723e-03,-1.022912869782617411e-03,-1.000887514448805604e-03,-9.695268866898754546e-04,-9.298300495539788468e-04,-8.830928645728229826e-04,-8.307976700572388415e-04,-7.744996577528043703e-04,-7.157248448220679274e-04,-6.558895937019626953e-04,-5.962459050779885970e-04,-5.378517676832548534e-04,-4.815625477095502346e-04,-4.280378737881739590e-04,-3.777583761918870057e-04,-3.310474430053918140e-04,-2.880943667396776583e-04,-2.489765144310060766e-04,-2.136792554697476091e-04,-1.821132338602604443e-04,-1.541291556503126539e-04,-1.295305918279750701e-04,-1.080853998974887323e-04,-8.953628234136289988e-05,-7.361078252973959663e-05,-6.003074371045528674e-05,-4.852101048463732669e-05,-3.881700875774658739e-05,-3.067083597412404773e-05,-2.385561482990406477e-05,-1.816805662875641859e-05
-4.700188262955337301e-04,-5.081508285313007149e-04,-5.492856206760943390e-04,-5.934352541751199833e-04,-6.405190686575631259e-04,-6.903340003997464466e-04,-7.425217877541629005e-04,-7.965351665768770914e-04,-8.516064627969079787e-04,-9.067235146515165113e-04,-9.606194064035618579e-04,-1.011783686840779604e-03,-1.058502932069885043e-03,-1.098936813825760698e-03,-1.131231415211276506e-03,-1.153664168938214321e-03,-1.164805527977084455e-03,-1.163673926657345960e-03,-1.149856316526645487e-03,-1.123569507180332498e-03,-1.085648197717447704e-03,-1.037461138109267017e-03,-9.807721645436185114e-04,-9.175728251304586048e-04,-8.499152995768438244e-04,-7.797689955263828118e-04,-7.089146830993311652e-04,-6.388800098876683568e-04,-5.709124468434783684e-04,-5.059812737520284981e-04,-4.447988876680396514e-04,-3.878525628300467823e-04,-3.354397458943312021e-04,-2.877022079216651597e-04,-2.446563988366822645e-04,-2.062189473531202773e-04,-1.722273835643603978e-04,-1.424568761112841397e-04,-1.166341295855285141e-04,-9.444962806056263996e-05,-7.556918199336171355e-05,-5.964530660605420767e-05,-4.632844370131662193e-05,-3.527758462599239357e-05,-2.616959758778918902e-05,-1.870657473832457987e-05,-1.262075832488055888e-05,-7.676965628190261153e-06
-4.870469403627676738e-04,-5.291062843757479922e-04,-5.748937000588941410e-04,-6.245159903729243693e-04,-6.779821501269758886e-04,-7.351643008276635173e-04,-7.957522234926966195e-04,-8.592034914820884323e-04,-9.246930567198017930e-04,-9.910685074991060044e-04,-1.056819979444506043e-03,-1.120076469443801338e-03,-1.178642149430676744e-03,-1.230085574540470223e-03,-1.271889382341898599e-03,-1.301656787594492005e-03,-1.317354789812947430e-03,-1.317556941564585089e-03,-1.301638021118783732e-03,-1.269875867172460962e-03,-1.223434017636975237e-03,-1.164227406324648941e-03,-1.094701556680366525e-03,-1.017572951276610009e-03,-9.355796243103283371e-04,-8.512788971764533724e-04,-7.669106363697744634e-04,-6.843268726860387424e-04,-6.049766689562752642e-04,-5.299298202665483166e-04,-4.599229425983795906e-04,-3.954145121661608469e-04,-3.366394746360354038e-04,-2.836578817657846134e-04,-2.363950587970689685e-04,-1.946729561170085188e-04,-1.582337202197107485e-04,-1.267573108389922880e-04,-9.987532500564133846e-05,-7.718312211627112495e-05,-5.825189532458852439e-05,-4.264155932609994923e-05,-2.991438567621975292e-05,-1.964848393949166904e-05,-1.144977715815719617e-05,-4.961190846774167013e-06,1.317179659944596611e-07,4.098773318365154660e-06
-5.031040506076329792e-04,-5.493274767857039701e-04,-6.001358083826108638e-04,-6.557708630135046990e-04,-7.163783151157382357e-04,-7.819578438523877139e-04,-8.523019477936439941e-04,-9.269248058903615823e-04,-1.004984985736787116e-03,-1.085209162151442404e-03,-1.165828436535884310e-03,-1.244544224137776470e-03,-1.318546024828053326e-03,-1.384606057800060993e-03,-1.439271251745819716e-03,-1.479156882953373310e-03,-1.501317435458064849e-03,-1.503635918950113181e-03,-1.485147716963165299e-03,-1.446215288514385603e-03,-1.388502536650615665e-03,-1.314752451376225220e-03,-1.228425650357160923e-03,-1.133287919199180930e-03,-1.033032565286734874e-03,-9.309957605604513150e-04,-8.299865375901268249e-04,-7.322226130355769837e-04,-6.393459071487942727e-04,-5.524871061340553722e-04,-4.723524946237901614e-04,-3.993137409137642504e-04,-3.334889385000322482e-04,-2.748093211575253691e-04,-2.230702800908104528e-04,-1.779678979277251878e-04,-1.391236632098143263e-04,-1.061007662885891727e-04,-7.841564000992285333e-05,-5.554822418589676597e-05,-3.695370375184646087e-05,-2.207715311658497187e-05,-1.037082282893415293e-05,-1.312244069680150086e-06,5.579494789283873937e-06,1.073171297998303410e-05,1.451167205820431152e-05,1.722564803718145432e-05
-5.177072305114894081e-04,-5.682741759385972558e-04,-6.244246155922768575e-04,-6.865867928026456787e-04,-7.551058887955682322e-04,-8.301827063358948851e-04,-9.117940097525386797e-04,-9.995944125358823245e-04,-1.092802613112094871e-03,-1.190079065106087108e-03,-1.289408404821300530e-03,-1.388008994068231847e-03,-1.482303749559649077e-03,-1.567997646191996840e-03,-1.640309102613367407e-03,-1.694382583303334373e-03,-1.725860648858610355e-03,-1.731524116909777776e-03,-1.709848978539250204e-03,-1.661317484721053488e-03,-1.588379570974713479e-03,-1.495070584242588155e-03,-1.386399517228293146e-03,-1.267676904887142563e-03,-1.143936022407385754e-03,-1.019537398757292858e-03,-8.979741207295149864e-04,-7.818435719829415357e-04,-6.729292757763891998e-04,-5.723380190791332736e-04,-4.806508604522857038e-04,-3.980624614729605100e-04,-3.244963014039469579e-04,-2.596922147170254705e-04,-2.032678014871490597e-04,-1.547577729782931039e-04,-1.136363591937783799e-04,-7.932833937406727032e-05,-5.121443210590946555e-05,-2.863660901683282234e-05,-1.090794971417679009e-05,2.670456678368752265e-06,1.278615922408848273e-05,2.008920093439489277e-05,2.516844398345116984e-05,2.853497757447209438e-05,3.061482652585601226e-05,3.175043010867456653e-05
-5.302845606596948928e-04,-5.852863372680060239e-04,-6.470161603616121594e-04,-7.161525185990959145e-04,-7.933218771521524963e-04,-8.790267654660225815e-04,-9.735459994270864769e-04,-1.076804177843174648e-03,-1.188210842461280732e-03,-1.306474424651387798e-03,-1.429403243205164872e-03,-1.553718356613063021e-03,-1.674924927776866778e-03,-1.787318664303011234e-03,-1.884226894198494894e-03,-1.958570087250267964e-03,-2.003750394681436727e-03,-2.014732450613714726e-03,-1.989037446963617083e-03,-1.927321058527083205e-03,-1.833314057030922470e-03,-1.713135984805697455e-03,-1.574220302497590001e-03,-1.424189725403837876e-03,-1.269962484681440079e-03,-1.117221394916186397e-03,-9.702331012672706437e-04,-8.319214615808241328e-04,-7.040805849267251599e-04,-5.876344365374002680e-04,-4.828839535806221032e-04,-3.897127291789416318e-04,-3.077427180148959210e-04,-2.364426046551802653e-04,-1.751962381282658795e-04,-1.233397316478371296e-04,-8.017561172608189603e-05,-4.497212180384311679e-05,-1.695598822534931968e-05,4.692684850301084506e-06,2.083538678905535346e-05,3.235513633578819700e-05,4.012228844188628135e-05,4.495354314803268214e-05,4.757492386825911220e-05,4.859777007199206990e-05,4.851126877206209158e-05,4.768933806175468010e-05
-5.401741947730451677e-04,-5.995759876798312368e-04,-6.669906065717888998e-04,-7.434233719219546059e-04,-8.298854642969905439e-04,-9.273151070920898154e-04,-1.036458429411414930e-03,-1.157702624030934168e-03,-1.290857813927071863e-03,-1.434888650196725502e-03,-1.587601595524131210e-03,-1.745304954715116898e-03,-1.902491014852657593e-03,-2.051655108796702869e-03,-2.183446644571852835e-03,-2.287376202128548527e-03,-2.353192128180278068e-03,-2.372755306649447418e-03,-2.341889309105426795e-03,-2.261507236692469718e-03,-2.137517542988494248e-03,-1.979528330430786829e-03,-1.798877956070420040e-03,-1.606701966983478842e-03,-1.412556358160760740e-03,-1.223762147680805068e-03,-1.045351540353875496e-03,-8.803790079107764533e-04,-7.303774480036091896e-04,-5.958132027559184416e-04,-4.764674555029516046e-04,-3.717224711116321845e-04,-2.807582989567903513e-04,-2.026760337026230175e-04,-1.365650292564245987e-04,-8.152896399075243959e-05,-3.668264639736257558e-05,-1.129809541168826748e-06,2.606727847211725573e-05,4.591326614924794391e-05,5.948567559659813267e-05,6.791045038475727218e-05,7.230733547981547439e-05,7.371993222653160907e-05,7.305351258540506354e-05,7.103903328366371645e-05,6.822830991510822282e-05,6.501309686349656238e-05
