-1.242220613458572720e-04,-1.287581140074635475e-04,-1.334349631557479572e-04,-1.382492902500962666e-04,-1.431963449246927058e-04,-1.482697670287842372e-04,-1.534614023847982788e-04,-1.587611154026118306e-04,-1.641566025879862283e-04,-1.696332120001156846e-04,-1.751737747604313860e-04,-1.807584558149152106e-04,-1.863646322025442551e-04,-1.919668080376982331e-04,-1.975365761798512541e-04,-2.030426370448498534e-04,-2.084508850589246931e-04,-2.137245728319481241e-04,-2.188245620017910831e-04,-2.237096679055604982e-04,-2.283371025923793137e-04,-2.326630172783258562e-04,-2.366431411360402505e-04,-2.402335084858966876e-04,-2.433912611907301511e-04,-2.460755076534318288e-04,-2.482482146494910651e-04,-2.498751037043268528e-04,-2.509265202764547880e-04,-2.513782420648321184e-04,-2.512121926101465344e-04,-2.504170282523184108e-04,-2.489885704701698638e-04,-2.469300615144997342e-04,-2.442522287537708409e-04,-2.409731517687656440e-04,-2.371179353687863725e-04,-2.327182006872821987e-04,-2.278114146920056065e-04,-2.224400852619331658e-04,-2.166508539844397849e-04,-2.104935217837572252e-04,-2.040200433314593668e-04,-1.972835250139551094e-04,-1.903372583483211743e-04,-1.832338164791458615e-04,-1.760242362127398188e-04,-1.687573023856292422e-04,-1.614789456197599871e-04,-1.542317590365906415e-04,-1.470546345569259715e-04,-1.399825151481360111e-04,-1.330462559435163805e-04,-1.262725845068805321e-04,-1.196841487093376920e-04,-1.132996395488755290e-04,-1.071339758117246968e-04,-1.011985375312985682e-04,-9.550143572350447017e-05,-9.004780673113857068e-05,-8.484012061077933324e-05,-7.987849425370279464e-05,-7.516100130085420739e-05,-7.068397227978499061e-05,-6.644227976811913799e-05,-6.242960466867132933e-05,-5.863868087698556722e-05,-5.506151668622631554e-05,-5.168959219817415127e-05,-4.851403277850448279e-05,-4.552575922317345412e-05,-4.271561577988315926e-05,-4.007447752054461377e-05,-3.759333878442920493e-05,-3.526338454900424359e-05,-3.307604662203640432e-05,-3.102304653076477347e-05,-2.909642690828805853e-05
-1.270952753054767142e-04,-1.318924417163044199e-04,-1.368496713419501613e-04,-1.419644670705652329e-04,-1.472328129847242620e-04,-1.526489664109533168e-04,-1.582052395610168780e-04,-1.638917739218980233e-04,-1.696963116511080198e-04,-1.756039694702344841e-04,-1.815970218866271165e-04,-1.876547020062729800e-04,-1.937530296270271362e-04,-1.998646776672392009e-04,-2.059588891758322839e-04,-2.120014580447353520e-04,-2.179547869675260783e-04,-2.237780359956001344e-04,-2.294273740622380096e-04,-2.348563439303707578e-04,-2.400163480758434173e-04,-2.448572589532274223e-04,-2.493281519611191392e-04,-2.533781533500768985e-04,-2.569573885200485304e-04,-2.600180090517440986e-04,-2.625152698180631319e-04,-2.644086212818797768e-04,-2.656627771110170889e-04,-2.662487141988014068e-04,-2.661445615061920796e-04,-2.653363361817527057e-04,-2.638184902869205196e-04,-2.615942389598529118e-04,-2.586756506221239249e-04,-2.550834911315141710e-04,-2.508468258320839138e-04,-2.460023952968109573e-04,-2.405937912648711081e-04,-2.346704681199473206e-04,-2.282866315838255383e-04,-2.215000498419355819e-04,-2.143708329850998919e-04,-2.069602246625754463e-04,-1.993294456211888363e-04,-1.915386228487831507e-04,-1.836458310452933665e-04,-1.757062656183221790e-04,-1.677715589734792012e-04,-1.598892449125577635e-04,-1.521023698320130111e-04,-1.444492443013564058e-04,-1.369633245751100442e-04,-1.296732106778968573e-04,-1.226027457935249484e-04,-1.157712006899457138e-04,-1.091935266903540597e-04,-1.028806611050407378e-04,-9.683986993051843506e-05,-9.107511388947985573e-05,-8.558742540397562841e-05,-8.037528575830715576e-05,-7.543499346316721020e-05,-7.076101656387959020e-05,-6.634632331888870235e-05,-6.218268725012454797e-05,-5.826096398250047370e-05,-5.457133854856548692e-05,-5.110354288945568213e-05,-4.784704416104970632e-05,-4.479120512803425383e-05,-4.192541843648819302e-05,-3.923921689517546657e-05,-3.672236209325919012e-05,-3.436491377589290225e-05,-3.215728237284476247e-05,-3.009026700455373919e-05,-2.815508114051959351e-05
-1.299718328758006820e-04,-1.350425262257023756e-04,-1.402945969903812110e-04,-1.457265922778923871e-04,-1.513354627628320421e-04,-1.571163214771823359e-04,-1.630621869695792826e-04,-1.691637138665765623e-04,-1.754089151743365666e-04,-1.817828821466954421e-04,-1.882675092284156657e-04,-1.948412334193607310e-04,-2.014787992967684456e-04,-2.081510628462647928e-04,-2.148248489904371040e-04,-2.214628791698787318e-04,-2.280237862787883843e-04,-2.344622344978262735e-04,-2.407291608584732347e-04,-2.467721534934164650e-04,-2.525359782883467821e-04,-2.579632609222942924e-04,-2.629953250657461562e-04,-2.675731798805506753e-04,-2.716386412407450091e-04,-2.751355617036371900e-04,-2.780111348386078273e-04,-2.802172308403861169e-04,-2.817117132188707088e-04,-2.824596816784957017e-04,-2.824345847214825228e-04,-2.816191476128522683e-04,-2.800060673006379516e-04,-2.775984355151030333e-04,-2.744098640477667475e-04,-2.704643011718564877e-04,-2.657955441693846143e-04,-2.604464686556755802e-04,-2.544680095470246194e-04,-2.479179400383372156e-04,-2.408595030018338755e-04,-2.333599534013022553e-04,-2.254890706132827132e-04,-2.173176962669841924e-04,-2.089163470534974483e-04,-2.003539436329305947e-04,-1.916966872274722378e-04,-1.830071055262550838e-04,-1.743432798746101216e-04,-1.657582569423853719e-04,-1.572996405211307767e-04,-1.490093530203677626e-04,-1.409235516386714477e-04,-1.330726810332002953e-04,-1.254816424533312708e-04,-1.181700585572953264e-04,-1.111526132965562087e-04,-1.044394471254649293e-04,-9.803658922628280450e-05,-9.194641022298820484e-05,-8.616808092204561367e-05,-8.069802478094412093e-05,-7.553035403118317091e-05,-7.065728155546864846e-05,-6.606950266968686088e-05,-6.175654286572533700e-05,-5.770706925671597112e-05,-5.390916492636922810e-05,-5.035056659575319567e-05,-4.701886699212012139e-05,-4.390168402050377729e-05,-4.098679936207965871e-05,-3.826226942342959153e-05,-3.571651172024587704e-05,-3.333836978232250427e-05,-3.111715958045991720e-05,-2.904270030601304329e-05,-2.710533210906458608e-05
-1.328403766674473229e-04,-1.381969174718565606e-04,-1.437583523274119437e-04,-1.495245326442728453e-04,-1.554936502845955231e-04,-1.616619599408670126e-04,-1.680234793805684176e-04,-1.745696702548563790e-04,-1.812891036848630823e-04,-1.881671166129287481e-04,-1.951854669852061289e-04,-2.023219981301891941e-04,-2.095503252043487451e-04,-2.168395591361883064e-04,-2.241540860218100726e-04,-2.314534221528507976e-04,-2.386921666000797987e-04,-2.458200741910269668e-04,-2.527822715309811915e-04,-2.595196370505283164e-04,-2.659693626741019734e-04,-2.720657092990415847e-04,-2.777409608160515109e-04,-2.829265719105140313e-04,-2.875544936821231002e-04,-2.915586487455261336e-04,-2.948765147432413718e-04,-2.974507631336145621e-04,-2.992308898983495557e-04,-3.001747676480478869e-04,-3.002500455943528444e-04,-2.994353257794205524e-04,-2.977210512150070391e-04,-2.951100539870206495e-04,-2.916177282178419677e-04,-2.872718127336227191e-04,-2.821117897367316136e-04,-2.761879268537193203e-04,-2.695600087753475421e-04,-2.622958198218607430e-04,-2.544694490122145140e-04,-2.461594940900376275e-04,-2.374472404811163895e-04,-2.284148859320786734e-04,-2.191438725398979308e-04,-2.097133762295927981e-04,-2.001989907105485207e-04,-1.906716297027882356e-04,-1.811966587186014525e-04,-1.718332566222129608e-04,-1.626339979887932760e-04,-1.536446401539491721e-04,-1.449040937152224655e-04,-1.364445520230487424e-04,-1.282917535650656218e-04,-1.204653508735079753e-04,-1.129793603403942456e-04,-1.058426688924581668e-04,-9.905957558073074309e-05,-9.263034864554585000e-05,-8.655178131364628673e-05,-8.081773239811120230e-05,-7.541964054582100572e-05,-7.034700367520794735e-05,-6.558781764041999066e-05,-6.112897044334123398e-05,-5.695659030423632713e-05,-5.305634758699116679e-05,-4.941371195036351393e-05,-4.601416714882187320e-05,-4.284338666193048374e-05,-3.988737382448096587e-05,-3.713257038359328544e-05,-3.456593746809247871e-05,-3.217501286810126780e-05,-2.994794831975365653e-05,-2.787353020094108610e-05,-2.594118672579102283e-05
-1.356879716075859487e-04,-1.413424266939857031e-04,-1.472276474591356675e-04,-1.533450911005293450e-04,-1.596945130995094334e-04,-1.662736503531873314e-04,-1.730778741962575888e-04,-1.800998153894885385e-04,-1.873289648667330937e-04,-1.947512561189685960e-04,-2.023486375944262929e-04,-2.100986463670858923e-04,-2.179739975298534461e-04,-2.259422071879173754e-04,-2.339652704230266774e-04,-2.419994189041542421e-04,-2.499949856500213643e-04,-2.578964064195132496e-04,-2.656423878675411064e-04,-2.731662714910467458e-04,-2.803966190653461627e-04,-2.872580392936745762e-04,-2.936722665741084122e-04,-2.995594910732597704e-04,-3.048399249722730914e-04,-3.094355734596920533e-04,-3.132721618273333992e-04,-3.162811532422386850e-04,-3.184017770891768096e-04,-3.195829769312017918e-04,-3.197851817706475809e-04,-3.189818056612687925e-04,-3.171603894804761697e-04,-3.143233147202203494e-04,-3.104880414864381855e-04,-3.056868497735099684e-04,-2.999660920914582461e-04,-2.933849940017042380e-04,-2.860140644529334582e-04,-2.779331977596487279e-04,-2.692295621490903594e-04,-2.599953753111816624e-04,-2.503256655351754453e-04,-2.403161087428772188e-04,-2.300610185002166226e-04,-2.196515496855965346e-04,-2.091741586772323644e-04,-1.987093453075368886e-04,-1.883306856591558979e-04,-1.781041509160233315e-04,-1.680876963928985932e-04,-1.583310966672979989e-04,-1.488759972423495982e-04,-1.397561501105211489e-04,-1.309977995031861686e-04,-1.226201845940512957e-04,-1.146361275830874916e-04,-1.070526780698205927e-04,-9.987178764882721652e-05,-9.309099203238082113e-05,-8.670408152276388330e-05,-8.070174421001399324e-05,-7.507216973643015428e-05,-6.980160476559390430e-05,-6.487485431585415980e-05,-6.027572583252853596e-05,-5.598741521264499868e-05,-5.199283592635611611e-05,-4.827489391762328571e-05,-4.481671208327902596e-05,-4.160180890186661502e-05,-3.861423621019324402e-05,-3.583868127545739902e-05,-3.326053825230332729e-05,-3.086595386539179382e-05,-2.864185181022291837e-05,-2.657593993038072580e-05,-2.465670376511312016e-05
-1.384999795544625170e-04,-1.444639700085045657e-04,-1.506870985246464652e-04,-1.571727750257332528e-04,-1.639226943969815593e-04,-1.709364781299529794e-04,-1.782112762236994635e-04,-1.857413304115180066e-04,-1.935175016771048713e-04,-2.015267674219026585e-04,-2.097516966026138809e-04,-2.181699146691744307e-04,-2.267535741741332357e-04,-2.354688513943569957e-04,-2.442754940549958227e-04,-2.531264499558518225e-04,-2.619676106828360538e-04,-2.707377080614759945e-04,-2.793684030609154805e-04,-2.877846067883417622e-04,-2.959050703506982015e-04,-3.036432740581885572e-04,-3.109086362578206120e-04,-3.176080477651161207e-04,-3.236477196774764534e-04,-3.289353109425876848e-04,-3.333822787644225298e-04,-3.369063715660526549e-04,-3.394341631095648660e-04,-3.409035100175017950e-04,-3.412658058184052140e-04,-3.404879047169306525e-04,-3.385535987315441706e-04,-3.354645526432802581e-04,-3.312406311016988475e-04,-3.259195887128644087e-04,-3.195561335811094726e-04,-3.122204136730407980e-04,-3.039960096873534664e-04,-2.949775446881985484e-04,-2.852680374402843055e-04,-2.749761323596261529e-04,-2.642133347118671765e-04,-2.530913667175529644e-04,-2.417197408281116324e-04,-2.302036232574697816e-04,-2.186420364382833377e-04,-2.071264256323038927e-04,-1.957395940658764651e-04,-1.845549937651756950e-04,-1.736363460926719797e-04,-1.630375568564231058e-04,-1.528028853386512458e-04,-1.429673241193233420e-04,-1.335571464907764816e-04,-1.245905799584145698e-04,-1.160785672250749296e-04,-1.080255798046379052e-04,-1.004304535838481603e-04,-9.328722009959510117e-05,-8.658591179861852667e-05,-8.031332398796944328e-05,-7.445372045106967926e-05,-6.898947370736767024e-05,-6.390163452997208728e-05,-5.917042854877216368e-05,-5.477568049594217826e-05,-5.069716884381091407e-05,-4.691491527807277294e-05,-4.340941462246515630e-05,-4.016181154840905141e-05,-3.715403072850077522e-05,-3.436886708230160931e-05,-3.179004250336980045e-05,-2.940223502062211508e-05,-2.719108577564615926e-05,-2.514318859385495240e-05,-2.324606627135321975e-05
-1.412599377972820745e-04,-1.475444126280744180e-04,-1.541190321413087722e-04,-1.609895551570505925e-04,-1.681600505501031279e-04,-1.756324961166802099e-04,-1.834063262486913099e-04,-1.914779279770751296e-04,-1.998400869713884626e-04,-2.084813877629360167e-04,-2.173855758799165410e-04,-2.265308937815098368e-04,-2.358894074926323335e-04,-2.454263465578823038e-04,-2.550994862494209954e-04,-2.648586075440989909e-04,-2.746450768171344241e-04,-2.843915928822853619e-04,-2.940221531605894745e-04,-3.034522924817685216e-04,-3.125896462927200774e-04,-3.213348839265045792e-04,-3.295830461619732700e-04,-3.372253041402857891e-04,-3.441511337547934878e-04,-3.502508716234652738e-04,-3.554185872726033004e-04,-3.595551735753870913e-04,-3.625715270842308166e-04,-3.643916652511344409e-04,-3.649556124436294799e-04,-3.642218841744375717e-04,-3.621694111252765310e-04,-3.587987715985709687e-04,-3.541326413514317103e-04,-3.482154198041463871e-04,-3.411120463569905351e-04,-3.329060742245939738e-04,-3.236971161660167620e-04,-3.135978121077918077e-04,-3.027304899305272154e-04,-2.912236966496227681e-04,-2.792087687700893365e-04,-2.668165903686869488e-04,-2.541746589149756108e-04,-2.414045460052949266e-04,-2.286198066358996234e-04,-2.159243594835807490e-04,-2.034113339328655931e-04,-1.911623584627860761e-04,-1.792472497909146779e-04,-1.677240524540140687e-04,-1.566393735762404470e-04,-1.460289563865899371e-04,-1.359184376514303231e-04,-1.263242376776824453e-04,-1.172545362195241589e-04,-1.087102929530443855e-04,-1.006862768173691889e-04,-9.317207425327408369e-05,-8.615305200501482356e-05,-7.961125563742556916e-05,-7.352623011123619141e-05,-6.787575358837702672e-05,-6.263647999070443787e-05,-5.778448962563169302e-05,-5.329575035043277224e-05,-4.914649423863835787e-05,-4.531351652727748402e-05,-4.177440480781898299e-05,-3.850770704196648770e-05,-3.549304710874970196e-05,-3.271119634818419090e-05,-3.014410902697858846e-05,-2.777492894021681098e-05,-2.558797353216698807e-05,-2.356870105902119435e-05,-2.170366546237643553e-05
-1.439494455551437377e-04,-1.505644180363881700e-04,-1.575032904923881190e-04,-1.647746193046776815e-04,-1.723853458225066144e-04,-1.803403525833443004e-04,-1.886419549595009604e-04,-1.972893256638329651e-04,-2.062778516063964757e-04,-2.155984254835463499e-04,-2.252366783320763509e-04,-2.351721641894012962e-04,-2.453775140687527003e-04,-2.558175836610584834e-04,-2.664486273855258222e-04,-2.772175403747875180e-04,-2.880612191699930729e-04,-2.989061006499744533e-04,-3.096679459860758924e-04,-3.202519410268532497e-04,-3.305531850069118403e-04,-3.404576343737483659e-04,-3.498435564257591107e-04,-3.585835273049459019e-04,-3.665469803099920742e-04,-3.736032740560639963e-04,-3.796252074957734098e-04,-3.844928633958821914e-04,-3.880976179491815790e-04,-3.903461171293110443e-04,-3.911639957902333475e-04,-3.904991082868840063e-04,-3.883240529902413224e-04,-3.846378083067033193e-04,-3.794663526376290739e-04,-3.728622100661952419e-04,-3.649029400025747042e-04,-3.556886639318421759e-04,-3.453387873644987878e-04,-3.339881232087038338e-04,-3.217826498308284737e-04,-3.088751419706504725e-04,-2.954208972248249950e-04,-2.815737492882570059e-04,-2.674825170583167199e-04,-2.532879919678017802e-04,-2.391205198211544109e-04,-2.250981920556277950e-04,-2.113256273719747377e-04,-1.978932992325388776e-04,-1.848773477401746668e-04,-1.723398049675420091e-04,-1.603291594737329549e-04,-1.488811869328655218e-04,-1.380199780617773144e-04,-1.277591011044445536e-04,-1.181028431631380793e-04,-1.090474820108862841e-04,-1.005825473932675344e-04,-9.269203801649678336e-05,-8.535556736955732682e-05,-7.854941817835359489e-05,-7.224749154759967627e-05,-6.642214264105670348e-05,-6.104489994005201118e-05,-5.608706957676479383e-05,-5.152022989355648376e-05,-4.731662417509917864e-05,-4.344946140801070675e-05,-3.989313605792593824e-05,-3.662337826295342200e-05,-3.361734567795574919e-05,-3.085366759683185123e-05,-2.831245107592270015e-05,-2.597525768029151734e-05,-2.382505831628331045e-05,-2.184617243435927231e-05,-2.002419678759909788e-05
-1.465480635169567566e-04,-1.535023075530084463e-04,-1.608170427630167625e-04,-1.685041266294129674e-04,-1.765739397356409931e-04,-1.850349014659189383e-04,-1.938929058017757688e-04,-2.031506717381801133e-04,-2.128070048128695283e-04,-2.228559692035040403e-04,-2.332859740068360822e-04,-2.440787829047818874e-04,-2.552084635924438795e-04,-2.666403021799032330e-04,-2.783297182808492525e-04,-2.902212284015991323e-04,-3.022475180460757176e-04,-3.143286958846522598e-04,-3.263718151031205208e-04,-3.382707561287322164e-04,-3.499065692714648543e-04,-3.611483732578262234e-04,-3.718548939026655059e-04,-3.818767043820616987e-04,-3.910591935778464853e-04,-3.992462419389688783e-04,-4.062845271188543451e-04,-4.120283182734305527e-04,-4.163445544379533090e-04,-4.191179465158079436e-04,-4.202558027000620391e-04,-4.196922614323657656e-04,-4.173916300871382016e-04,-4.133505734637056583e-04,-4.075989713533410873e-04,-4.001993616188385060e-04,-3.912449932898973918e-04,-3.808566200258415961e-04,-3.691782551106977659e-04,-3.563721746709295579e-04,-3.426134899860133732e-04,-3.280846115334596930e-04,-3.129699002322381112e-04,-2.974507522517060693e-04,-2.817013014014731480e-04,-2.658848564659217067e-04,-2.501511274448213495e-04,-2.346342400608668322e-04,-2.194514952284130568e-04,-2.047028003401000129e-04,-1.904706814413658841e-04,-1.768207776726698902e-04,-1.638027193499799750e-04,-1.514512962284862230e-04,-1.397878307704914576e-04,-1.288216809075838078e-04,-1.185518068536339109e-04,-1.089683463057796164e-04,-1.000541516823792232e-04,-9.178625186351153790e-05,-8.413720924259537523e-05,-7.707635083791121835e-05,-7.057085970802912827e-05,-6.458671982665074071e-05,-5.908951375741233443e-05,-5.404507774307716866e-05,-4.942002303324390941e-05,-4.518213537371738533e-05,-4.130066655560660932e-05,-3.774653287676770283e-05,-3.449243544230199511e-05,-3.151291661772024895e-05,-2.878436582394873055e-05,-2.628498644150917624e-05,-2.399473400149020421e-05,-2.189523422906505085e-05,-1.996968796923806060e-05,-1.820276860441600293e-05
-1.490332324926632720e-04,-1.563339370136008610e-04,-1.640346101928449505e-04,-1.721509701096683611e-04,-1.806974747763785932e-04,-1.896868021455204434e-04,-1.991292330414795434e-04,-2.090319277123259712e-04,-2.193980883743569478e-04,-2.302260029154262972e-04,-2.415079692282183445e-04,-2.532291057355474852e-04,-2.653660618934557537e-04,-2.778856530565731878e-04,-2.907434571662218621e-04,-3.038824261918683656e-04,-3.172315826668955932e-04,-3.307048901490959505e-04,-3.442004045690462508e-04,-3.575998291708947624e-04,-3.707686063996122714e-04,-3.835566824969764265e-04,-3.958000712275160440e-04,-4.073233188383186651e-04,-4.179429306349467408e-04,-4.274717595881559517e-04,-4.357242808765152608e-04,-4.425225879593193499e-04,-4.477028538686578718e-04,-4.511219170722374511e-04,-4.526635874581229043e-04,-4.522442373545156828e-04,-4.498172548231179355e-04,-4.453759960567923548e-04,-4.389549776800752163e-04,-4.306291875415880262e-04,-4.205115473509596271e-04,-4.087487120334895260e-04,-3.955155191872956780e-04,-3.810084919542058423e-04,-3.654388412924009172e-04,-3.490254083714310583e-04,-3.319879410615202186e-04,-3.145410218601285579e-04,-2.968888719079152056e-04,-2.792211604174420951e-04,-2.617098617482554340e-04,-2.445071308081577985e-04,-2.277441148535269645e-04,-2.115305863021316841e-04,-1.959552645855067328e-04,-1.810866917671791372e-04,-1.669745326616444109e-04,-1.536511817235208983e-04,-1.411335730744900624e-04,-1.294251045730407260e-04,-1.185176006156358705e-04,-1.083932509041231384e-04,-9.902647376307023455e-05,-9.038566299305568822e-05,-8.243478702650603601e-05,-7.513481848256033525e-05,-6.844498109559508893e-05,-6.232380928794615258e-05,-5.673002304917296315e-05,-5.162322706776593364e-05,-4.696444791930985772e-05,-4.271652653940841035e-05,-3.884438513366254711e-05,-3.531518831446324235e-05,-3.209841777633613244e-05,-2.916587853388969597e-05,-2.649165290895198524e-05,-2.405201631266094166e-05,-2.182532664018423574e-05,-1.979189693276733357e-05,-1.793385896288849388e-05,-1.623502363478686265e-05
